"cluster ID","marker gene","myAUC","avg_diff","power","","",""
"GABA15","Dner","0.283","-1.0257633943678","0.434","","",""
"GABA15","Akap12","0.715","1.0457685258245","0.43","","",""
"GABA15","Gpc4","0.713","1.5316962374165","0.426","","",""
"GABA15","Ncam2","0.712","1.0185315538987","0.424","","",""
"GABA15","Cdh13","0.293","-2.4702879490109","0.414","","",""
"GABA15","Vim","0.707","1.5852451517797","0.414","","",""
"GABA15","Klraq1","0.703","1.1215195592204","0.406","","",""
"GABA15","P4htm","0.299","-1.1429709175817","0.402","","",""
"GABA16","Asb4","0.851","1.4543801460281","0.702","","",""
"GABA16","Cox6a2","0.803","2.6954058045746","0.606","","",""
"GABA16","Fxyd7","0.801","1.3015184922931","0.602","","",""
"GABA16","Ccnd1","0.777","2.1509624967904","0.554","","",""
"GABA16","Nnat","0.243","-2.1699092877675","0.514","","",""
"GABA16","Cplx2","0.254","-1.7800138805798","0.492","","",""
"GABA16","Ntm","0.264","-2.0489031155674","0.472","","",""
"GABA16","Cartpt","0.734","1.7552671927618","0.468","","",""
"GABA16","Gsx1","0.732","2.7052704039388","0.464","","",""
"GABA16","Parm1","0.722","1.1104855859082","0.444","","",""
"GABA16","H2-D1","0.711","1.8167744080974","0.422","","",""
"GABA16","Rbp1","0.706","2.0273371765299","0.412","","",""
"GABA16","Arhgap6","0.295","-3.9520086943967","0.41","","",""
"GABA16","Dlx1","0.299","-1.8120929393313","0.402","","",""
"GABA17","Prlr","0.957","2.3141656753117","0.914","","",""
"GABA17","Slc18a2","0.936","2.8449974785519","0.872","","",""
"GABA17","Hsbp1","0.928","1.0260646876905","0.856","","",""
"GABA17","Rab3b","0.92","1.5868790550413","0.84","","",""
"GABA17","Th","0.898","2.5992877104294","0.796","","",""
"GABA17","Coch","0.865","3.1095663851439","0.73","","",""
"GABA17","1500016L03Rik","0.86","1.109063341346","0.72","","",""
"GABA17","Ddc","0.86","1.7181761060097","0.72","","",""
"GABA17","Gpr83","0.854","2.2546029923586","0.708","","",""
"GABA17","Nucb2","0.851","1.1118988011134","0.702","","",""
"GABA17","Slc6a3","0.847","4.5566884602187","0.694","","",""
"GABA17","Gabra2","0.846","1.2587947844389","0.692","","",""
"GABA17","Arhgap6","0.842","1.2135245257989","0.684","","",""
"GABA17","Mt1","0.837","1.7513614998257","0.674","","",""
"GABA17","B630019K06Rik","0.83","1.0811688677066","0.66","","",""
"GABA17","Peg10","0.823","1.1310824762835","0.646","","",""
"GABA17","Ecel1","0.817","1.0175578727319","0.634","","",""
"GABA17","Six6","0.815","1.1101852686011","0.63","","",""
"GABA17","Trpc6","0.794","2.6295327676995","0.588","","",""
"GABA17","Pkib","0.793","1.0870338918989","0.586","","",""
"GABA17","Tmed3","0.79","1.0365164072454","0.58","","",""
"GABA17","Mpped2","0.789","1.3609701476296","0.578","","",""
"GABA17","Lhx1","0.786","1.0190932053001","0.572","","",""
"GABA17","Igsf1","0.781","1.6679147040862","0.562","","",""
"GABA17","Tmem35","0.78","1.031263950891","0.56","","",""
"GABA17","Aldh9a1","0.779","1.4334680086767","0.558","","",""
"GABA17","Pde1a","0.779","1.3604931672801","0.558","","",""
"GABA17","Cartpt","0.763","2.1344799955324","0.526","","",""
"GABA17","Plxnc1","0.761","1.0098566993326","0.522","","",""
"GABA17","Diap3","0.756","2.2632509256827","0.512","","",""
"GABA17","Scn7a","0.754","2.677229854162","0.508","","",""
"GABA17","Tram1","0.751","1.0279870345528","0.502","","",""
"GABA17","Gch1","0.744","1.7887943963147","0.488","","",""
"GABA17","Arhgap36","0.742","1.0820395414939","0.484","","",""
"GABA17","Penk","0.74","1.0364645938092","0.48","","",""
"GABA17","Hist1h2bc","0.732","1.6839506565175","0.464","","",""
"GABA17","S100a10","0.728","1.2888329954217","0.456","","",""
"GABA17","Alcam","0.726","1.1246654733139","0.452","","",""
"GABA17","Ezr","0.725","1.1595114967946","0.45","","",""
"GABA17","Plcxd3","0.724","1.1671191989074","0.448","","",""
"GABA17","Mt2","0.72","1.5691301046096","0.44","","",""
"GABA17","Dgke","0.718","1.2031031903723","0.436","","",""
"GABA17","Ankrd34b","0.717","1.1605376244209","0.434","","",""
"GABA17","Amigo2","0.715","1.0168683182131","0.43","","",""
"GABA17","Nts","0.715","1.2562275866851","0.43","","",""
"GABA17","Pcsk2","0.286","-1.9425968756183","0.428","","",""
"GABA17","Ppp4r4","0.713","1.1723299986711","0.426","","",""
"GABA17","Ccdc74a","0.711","1.0337202183012","0.422","","",""
"GABA17","Enpp4","0.708","1.1118311382851","0.416","","",""
"GABA17","6030405A18Rik","0.707","2.5143305666254","0.414","","",""
"GABA17","Arx","0.707","1.4280816780039","0.414","","",""
"GABA17","Hsd3b7","0.703","2.0789470664111","0.406","","",""
"GABA17","Hs6st2","0.298","-2.5561280496351","0.404","","",""
"GABA17","Cpne4","0.701","1.1782184719671","0.402","","",""
"GABA18","1500016L03Rik","0.834","1.6464443441709","0.668","","",""
"GABA18","Pam","0.193","-1.6010704205791","0.614","","",""
"GABA18","Coch","0.789","1.6905871330037","0.578","","",""
"GABA18","Scg2","0.214","-1.1950183121458","0.572","","",""
"GABA18","Arx","0.759","1.8760088408556","0.518","","",""
"GABA18","Lhx1","0.713","1.2674040926678","0.426","","",""
"GABA18","Six6","0.704","1.0425928214529","0.408","","",""
"Hista","Prph","1","5.6358710647985","1","","",""
"Hista","Wif1","0.998","5.2453389119143","0.996","","",""
"Hista","Cldn26","0.951","4.3751538686559","0.902","","",""
"Hista","Slc18a2","0.949","4.1913865437239","0.898","","",""
"Hista","Elavl2","0.935","2.0108448338728","0.87","","",""
"Hista","Hrh3","0.909","2.1877406163362","0.818","","",""
"Hista","Hdc","0.904","4.6680667773937","0.808","","",""
"Hista","Sncg","0.894","3.4464220520164","0.788","","",""
"Hista","Maob","0.888","3.7533886866276","0.776","","",""
"Hista","Msrb2","0.886","3.1485921323683","0.772","","",""
"Hista","Gpc4","0.882","2.6695840303412","0.764","","",""
"Hista","Grm1","0.857","2.067314969451","0.714","","",""
"Hista","Matn2","0.848","3.1054012149569","0.696","","",""
"Hista","Tspan12","0.837","2.5217426247469","0.674","","",""
"Hista","Jun","0.165","-2.9224936263184","0.67","","",""
"Hista","Rapgef4","0.823","2.1369141390329","0.646","","",""
"Hista","Wnt2","0.816","4.0204916821929","0.632","","",""
"Hista","Slc35d3","0.815","4.0233022129101","0.63","","",""
"Hista","Ptn","0.188","-6.6094819461305","0.624","","",""
"Hista","Npl","0.805","3.1862280207712","0.61","","",""
"Hista","Fam107b","0.795","2.6753348499123","0.59","","",""
"Hista","Cachd1","0.788","2.2967699572706","0.576","","",""
"Hista","Egr1","0.215","-3.1730942752154","0.57","","",""
"Hista","AB099516","0.773","4.6083323614114","0.546","","",""
"Hista","Avil","0.771","3.9106612229873","0.542","","",""
"Hista","Cdh22","0.769","2.103496607647","0.538","","",""
"Hista","Rspo2","0.769","3.6947849854706","0.538","","",""
"Hista","Rasgrf1","0.24","-5.1397734607425","0.52","","",""
"Hista","Alcam","0.246","-5.4080003631726","0.508","","",""
"Hista","Skap1","0.752","2.292250108778","0.504","","",""
"Hista","Olfml2b","0.751","2.1776416416442","0.502","","",""
"Hista","Slc7a8","0.75","2.4547840699689","0.5","","",""
"Hista","Slc36a1","0.747","2.3973864637618","0.494","","",""
"Hista","Apoe","0.257","-4.4536588515348","0.486","","",""
"Hista","Junb","0.258","-2.8015008826676","0.484","","",""
"Hista","Sparcl1","0.259","-3.2756939110584","0.482","","",""
"Hista","Dlx6","0.738","2.0750250256262","0.476","","",""
"Hista","Ptchd1","0.736","2.2802950101693","0.472","","",""
"Hista","Nnat","0.265","-2.5680329946728","0.47","","",""
"Hista","Tmem176b","0.277","-5.2632937355756","0.446","","",""
"Hista","Dbp","0.278","-2.2231673247783","0.444","","",""
"Hista","Oas1c","0.722","3.1452188713492","0.444","","",""
"Hista","Slc16a10","0.721","2.9817471217114","0.442","","",""
"Hista","Clic6","0.718","2.6532815427508","0.436","","",""
"Hista","Sync","0.714","2.2597997160949","0.428","","",""
"Hista","Rab3b","0.287","-5.323467663725","0.426","","",""
"Hista","Tcf4","0.291","-2.4814244241253","0.418","","",""
"Hista","Cxxc5","0.294","-2.8667843148955","0.412","","",""
"Hista","Tsc22d4","0.296","-3.4059345947946","0.408","","",""
"Hista","Sv2c","0.704","2.3602343479787","0.408","","",""
"Hista","Enpp2","0.298","-5.9897761018748","0.404","","",""
"Hista","Limch1","0.298","-3.1905886797539","0.404","","",""
"Hista","Btg2","0.3","-3.0787414740389","0.4","","",""
